query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
query_1,TRUE,4.29468810553738e-07,2840,132,40,0.303030303030303,0.0140845070422535,GO:0051641,GO:BP,cellular localization,27543,16000,GO:0009987|GO:0051179
query_1,TRUE,4.36211740154924e-07,3926,132,48,0.363636363636364,0.0122261844116149,GO:0048583,GO:BP,regulation of response to stimulus,27543,14895,GO:0050789|GO:0050896
query_1,TRUE,4.70489953115577e-07,560,132,18,0.136363636363636,0.0321428571428571,GO:0030335,GO:BP,positive regulation of cell migration,27543,7814,GO:0016477|GO:0030334|GO:2000147
query_1,TRUE,5.38364785184896e-07,1892,132,32,0.242424242424242,0.0169133192389006,GO:0040011,GO:BP,locomotion,27543,11458,GO:0008150
query_1,TRUE,5.40506217179959e-07,1671,132,30,0.227272727272727,0.0179533213644524,GO:0045184,GO:BP,establishment of protein localization,27543,13161,GO:0008104|GO:0051234
query_1,TRUE,6.79172529204588e-07,1078,132,24,0.181818181818182,0.0222634508348794,GO:0051241,GO:BP,negative regulation of multicellular organismal process,27543,15699,GO:0032501|GO:0048519|GO:0051239
query_1,TRUE,7.81598398827871e-07,1697,132,30,0.227272727272727,0.0176782557454331,GO:0048870,GO:BP,cell motility,27543,15159,GO:0006928|GO:0040011|GO:0051674
query_1,TRUE,7.81598398827871e-07,1697,132,30,0.227272727272727,0.0176782557454331,GO:0051674,GO:BP,localization of cell,27543,16030,GO:0009987|GO:0051179
query_1,TRUE,1.0345861957887e-06,12487,132,95,0.71969696969697,0.00760791222871787,GO:0050794,GO:BP,regulation of cellular process,27543,15325,GO:0009987|GO:0050789
query_1,TRUE,1.0834290942344e-06,590,132,18,0.136363636363636,0.0305084745762712,GO:0060627,GO:BP,regulation of vesicle-mediated transport,27543,17385,GO:0016192|GO:0050794|GO:0051049
query_1,TRUE,1.58043996255405e-06,1030,132,23,0.174242424242424,0.0223300970873786,GO:0043066,GO:BP,negative regulation of apoptotic process,27543,12123,GO:0006915|GO:0042981|GO:0043069
query_1,TRUE,1.63226145269758e-06,393,132,15,0.113636363636364,0.0381679389312977,GO:0051098,GO:BP,regulation of binding,27543,15575,GO:0065009
query_1,TRUE,1.65703783265238e-06,606,132,18,0.136363636363636,0.0297029702970297,GO:0097190,GO:BP,apoptotic signaling pathway,27543,21694,GO:0006915|GO:0007165
query_1,TRUE,1.90929434711286e-06,948,132,22,0.166666666666667,0.0232067510548523,GO:0045597,GO:BP,positive regulation of cell differentiation,27543,13329,GO:0030154|GO:0045595|GO:0048522|GO:0051094
query_1,TRUE,2.20357478341914e-06,1048,132,23,0.174242424242424,0.0219465648854962,GO:0008284,GO:BP,positive regulation of cell population proliferation,27543,3568,GO:0008283|GO:0042127|GO:0048522
query_1,TRUE,2.29651461223844e-06,1556,132,28,0.212121212121212,0.0179948586118252,GO:0015031,GO:BP,protein transport,27543,5347,GO:0045184|GO:0071702|GO:0071705
query_1,TRUE,2.44027309130299e-06,7353,132,68,0.515151515151515,0.00924792601659187,GO:0016043,GO:BP,cellular component organization,27543,5645,GO:0071840
query_1,TRUE,2.45156647748545e-06,701,132,19,0.143939393939394,0.0271041369472183,GO:0040008,GO:BP,regulation of growth,27543,11455,GO:0040007|GO:0050789
query_1,TRUE,2.7827423737953e-06,6512,132,63,0.477272727272727,0.00967444717444717,GO:1901564,GO:BP,organonitrogen compound metabolic process,27543,24853,GO:0006807|GO:0071704
query_1,TRUE,2.82948632448363e-06,3856,132,46,0.348484848484849,0.0119294605809129,GO:0048513,GO:BP,animal organ development,27543,14835,GO:0048856
query_1,TRUE,2.98004180295973e-06,14043,132,101,0.765151515151515,0.00719219539984334,GO:0065007,GO:BP,biological regulation,27543,18612,GO:0008150
query_1,TRUE,4.08873614994961e-06,1180,132,24,0.181818181818182,0.0203389830508475,GO:0072359,GO:BP,circulatory system development,27543,20215,GO:0048731
query_1,TRUE,4.21722372243548e-06,643,132,18,0.136363636363636,0.0279937791601866,GO:0048514,GO:BP,blood vessel morphogenesis,27543,14836,GO:0001568|GO:0035239
query_1,TRUE,7.73826199760156e-06,7543,132,68,0.515151515151515,0.00901498077687923,GO:0071840,GO:BP,cellular component organization or biogenesis,27543,19757,GO:0009987
query_1,TRUE,7.82945512470212e-06,1872,132,30,0.227272727272727,0.016025641025641,GO:0051049,GO:BP,regulation of transport,27543,15540,GO:0006810|GO:0032879
query_1,TRUE,7.86633842608992e-06,13329,132,97,0.734848484848485,0.00727736514367169,GO:0050789,GO:BP,regulation of biological process,27543,15321,GO:0008150|GO:0065007
query_1,TRUE,8.32189771618412e-06,254,132,12,0.0909090909090909,0.047244094488189,GO:0034976,GO:BP,response to endoplasmic reticulum stress,27543,10062,GO:0033554
query_1,TRUE,1.11588612406419e-05,1901,132,30,0.227272727272727,0.0157811678064177,GO:0023056,GO:BP,positive regulation of signaling,27543,7652,GO:0023051|GO:0023052|GO:0048518
query_1,TRUE,1.15828166973692e-05,771,132,19,0.143939393939394,0.0246433203631647,GO:0001944,GO:BP,vasculature development,27543,671,GO:0048731|GO:0072359
query_1,TRUE,1.24768065855896e-05,2652,132,36,0.272727272727273,0.0135746606334842,GO:0050793,GO:BP,regulation of developmental process,27543,15324,GO:0032502|GO:0050789
query_1,TRUE,1.25825881495606e-05,1149,132,23,0.174242424242424,0.0200174064403829,GO:0051130,GO:BP,positive regulation of cellular component organization,27543,15600,GO:0016043|GO:0048522|GO:0051128
query_1,TRUE,1.31163459577859e-05,389,132,14,0.106060606060606,0.0359897172236504,GO:2001233,GO:BP,regulation of apoptotic signaling pathway,27543,30397,GO:0009966|GO:0042981|GO:0097190
query_1,TRUE,1.37951973304474e-05,53,132,7,0.053030303030303,0.132075471698113,GO:0001706,GO:BP,endoderm formation,27543,509,GO:0001704|GO:0007492
query_1,TRUE,1.39966631475461e-05,391,132,14,0.106060606060606,0.0358056265984655,GO:0042060,GO:BP,wound healing,27543,11511,GO:0009611
query_1,TRUE,1.61499133886793e-05,540,132,16,0.121212121212121,0.0296296296296296,GO:0002009,GO:BP,morphogenesis of an epithelium,27543,729,GO:0048729|GO:0060429
query_1,TRUE,1.87723964053441e-05,3942,132,45,0.340909090909091,0.0114155251141553,GO:0006950,GO:BP,response to stress,27543,2884,GO:0050896
query_1,TRUE,2.52032465146373e-05,1296,132,24,0.181818181818182,0.0185185185185185,GO:1901565,GO:BP,organonitrogen compound catabolic process,27543,24854,GO:1901564|GO:1901575
query_1,TRUE,2.59869184807305e-05,723,132,18,0.136363636363636,0.024896265560166,GO:0030855,GO:BP,epithelial cell differentiation,27543,8026,GO:0030154|GO:0060429
query_1,TRUE,2.81437660463496e-05,1519,132,26,0.196969696969697,0.0171165240289664,GO:0051247,GO:BP,positive regulation of protein metabolic process,27543,15702,GO:0010604|GO:0019538|GO:0051173|GO:0051246
query_1,TRUE,3.55767826830791e-05,738,132,18,0.136363636363636,0.024390243902439,GO:0001568,GO:BP,blood vessel development,27543,464,GO:0001944|GO:0048856
query_1,TRUE,3.57689586686823e-05,653,132,17,0.128787878787879,0.0260336906584992,GO:0048729,GO:BP,tissue morphogenesis,27543,15029,GO:0009653|GO:0009888
query_1,TRUE,3.91501535289496e-05,3457,132,41,0.310606060606061,0.011859994214637,GO:0070887,GO:BP,cellular response to chemical stimulus,27543,19115,GO:0042221|GO:0051716
query_1,TRUE,3.9535099755566e-05,498,132,15,0.113636363636364,0.0301204819277108,GO:0052547,GO:BP,regulation of peptidase activity,27543,16659,GO:0030162|GO:0051336
query_1,TRUE,4.09036309537907e-05,1437,132,25,0.189393939393939,0.0173973556019485,GO:0032270,GO:BP,positive regulation of cellular protein metabolic process,27543,8642,GO:0031325|GO:0032268|GO:0044267|GO:0051247
query_1,TRUE,4.19361852235013e-05,1895,132,29,0.21969696969697,0.0153034300791557,GO:0010647,GO:BP,positive regulation of cell communication,27543,4792,GO:0007154|GO:0010646|GO:0048522
query_1,TRUE,6.63717431867494e-05,10393,132,81,0.613636363636364,0.0077937073029924,GO:0050896,GO:BP,response to stimulus,27543,15410,GO:0008150
query_1,TRUE,6.65192862055643e-05,372,132,13,0.0984848484848485,0.0349462365591398,GO:0050878,GO:BP,regulation of body fluid levels,27543,15394,GO:0065008
query_1,TRUE,8.13581990889255e-05,2454,132,33,0.25,0.0134474327628362,GO:0009056,GO:BP,catabolic process,27543,3659,GO:0008152
query_1,TRUE,8.47537516203953e-05,693,132,17,0.128787878787879,0.0245310245310245,GO:0071363,GO:BP,cellular response to growth factor stimulus,27543,19392,GO:0070848|GO:0071310
query_1,TRUE,9.41835787011167e-05,3003,132,37,0.28030303030303,0.0123210123210123,GO:0065009,GO:BP,regulation of molecular function,27543,18614,GO:0065007
query_1,TRUE,9.62411226161858e-05,614,132,16,0.121212121212121,0.0260586319218241,GO:0072657,GO:BP,protein localization to membrane,27543,20369,GO:0034613|GO:0051668
query_1,TRUE,9.90002537706815e-05,1617,132,26,0.196969696969697,0.0160791589363018,GO:1902531,GO:BP,regulation of intracellular signal transduction,27543,25711,GO:0009966|GO:0035556
query_1,TRUE,0.00010322671635805,1507,132,25,0.189393939393939,0.0165892501658925,GO:0046907,GO:BP,intracellular transport,27543,14442,GO:0006810|GO:0051641|GO:0051649
query_1,TRUE,0.000103662606619563,981,132,20,0.151515151515152,0.0203873598369011,GO:0030163,GO:BP,protein catabolic process,27543,7720,GO:0009057|GO:0019538|GO:1901565
query_1,TRUE,0.000108763265412291,388,132,13,0.0984848484848485,0.0335051546391753,GO:0045861,GO:BP,negative regulation of proteolysis,27543,13575,GO:0006508|GO:0030162|GO:0032269
query_1,TRUE,0.000126016671411163,2631,132,34,0.257575757575758,0.0129228430254656,GO:0051246,GO:BP,regulation of protein metabolic process,27543,15701,GO:0019538|GO:0051171|GO:0060255|GO:0080090
query_1,TRUE,0.000127844693845489,3750,132,42,0.318181818181818,0.0112,GO:0010033,GO:BP,response to organic substance,27543,4307,GO:0042221
query_1,TRUE,0.000132174911360344,468,132,14,0.106060606060606,0.0299145299145299,GO:0052548,GO:BP,regulation of endopeptidase activity,27543,16660,GO:0052547
query_1,TRUE,0.000132461845041666,1998,132,29,0.21969696969697,0.0145145145145145,GO:0051649,GO:BP,establishment of localization in cell,27543,16008,GO:0051234|GO:0051641
query_1,TRUE,0.000142809923014087,44,132,6,0.0454545454545455,0.136363636363636,GO:0035987,GO:BP,endodermal cell differentiation,27543,10799,GO:0001706|GO:0030154
query_1,TRUE,0.000149695640136801,721,132,17,0.128787878787879,0.0235783633841886,GO:0070848,GO:BP,response to growth factor,27543,19096,GO:0010033
query_1,TRUE,0.000150868903221829,1537,132,25,0.189393939393939,0.0162654521795706,GO:0009967,GO:BP,positive regulation of signal transduction,27543,4267,GO:0007165|GO:0009966|GO:0010647|GO:0023056|GO:0048584
query_1,TRUE,0.000155187550919919,1427,132,24,0.181818181818182,0.0168185003503854,GO:0051094,GO:BP,positive regulation of developmental process,27543,15571,GO:0032502|GO:0048518|GO:0050793
query_1,TRUE,0.000155788230995137,553,132,15,0.113636363636364,0.027124773960217,GO:0009611,GO:BP,response to wounding,27543,3983,GO:0006950
query_1,TRUE,0.000162768565209787,75,132,7,0.053030303030303,0.0933333333333333,GO:1905897,GO:BP,regulation of response to endoplasmic reticulum stress,27543,28747,GO:0034976|GO:0080135
query_1,TRUE,0.000163994596359172,2794,132,35,0.265151515151515,0.0125268432355047,GO:0071310,GO:BP,cellular response to organic substance,27543,19341,GO:0010033|GO:0070887
query_1,TRUE,0.000184903201193779,213,132,10,0.0757575757575758,0.0469483568075117,GO:0043393,GO:BP,regulation of protein binding,27543,12288,GO:0051098
query_1,TRUE,0.000192147708610719,2812,132,35,0.265151515151515,0.0124466571834993,GO:0007166,GO:BP,cell surface receptor signaling pathway,27543,3066,GO:0007165
query_1,TRUE,0.000207727712758019,1126,132,21,0.159090909090909,0.0186500888099467,GO:0043085,GO:BP,positive regulation of catalytic activity,27543,12129,GO:0044093|GO:0050790
query_1,TRUE,0.000207764686793718,1024,132,20,0.151515151515152,0.01953125,GO:0051050,GO:BP,positive regulation of transport,27543,15541,GO:0006810|GO:0048518|GO:0051049
query_1,TRUE,0.000216326263471007,2426,132,32,0.242424242424242,0.0131904369332234,GO:0048468,GO:BP,cell development,27543,14805,GO:0030154|GO:0048856|GO:0048869
query_1,TRUE,0.000220178412424688,3386,132,39,0.295454545454545,0.0115180153573538,GO:0031325,GO:BP,positive regulation of cellular metabolic process,27543,8257,GO:0009893|GO:0031323|GO:0044237|GO:0048522
query_1,TRUE,0.000276041567499318,349,132,12,0.0909090909090909,0.0343839541547278,GO:0070371,GO:BP,ERK1 and ERK2 cascade,27543,18823,GO:0000165
query_1,TRUE,0.000286644185153694,2456,132,32,0.242424242424242,0.0130293159609121,GO:0032268,GO:BP,regulation of cellular protein metabolic process,27543,8640,GO:0031323|GO:0044267|GO:0051246
query_1,TRUE,0.000289146940314341,7473,132,64,0.484848484848485,0.00856416432490298,GO:0023052,GO:BP,signaling,27543,7648,GO:0008150
query_1,TRUE,0.000299354118212827,757,132,17,0.128787878787879,0.0224570673712021,GO:0030155,GO:BP,regulation of cell adhesion,27543,7717,GO:0007155|GO:0050794
query_1,TRUE,0.000343386380938818,289,132,11,0.0833333333333333,0.0380622837370242,GO:0072659,GO:BP,protein localization to plasma membrane,27543,20371,GO:0072657|GO:1990778
query_1,TRUE,0.000344563542480852,956,132,19,0.143939393939394,0.0198744769874477,GO:0007167,GO:BP,enzyme-linked receptor protein signaling pathway,27543,3067,GO:0007166
query_1,TRUE,0.000348685967368388,228,132,10,0.0757575757575758,0.043859649122807,GO:0030100,GO:BP,regulation of endocytosis,27543,7703,GO:0006897|GO:0051128|GO:0060627
query_1,TRUE,0.000348685967368388,228,132,10,0.0757575757575758,0.043859649122807,GO:0010632,GO:BP,regulation of epithelial cell migration,27543,4777,GO:0010631|GO:0030334|GO:0051239
query_1,TRUE,0.000356281314453453,430,132,13,0.0984848484848485,0.0302325581395349,GO:0001667,GO:BP,ameboidal-type cell migration,27543,489,GO:0016477
query_1,TRUE,0.000361942441003724,1494,132,24,0.181818181818182,0.0160642570281124,GO:2000026,GO:BP,regulation of multicellular organismal development,27543,29251,GO:0007275|GO:0050793|GO:0051239
query_1,TRUE,0.000369122264329805,174,132,9,0.0681818181818182,0.0517241379310345,GO:0035051,GO:BP,cardiocyte differentiation,27543,10103,GO:0007507|GO:0030154
query_1,TRUE,0.00037047027878476,678,132,16,0.121212121212121,0.0235988200589971,GO:0051668,GO:BP,localization within membrane,27543,16026,GO:0051641
query_1,TRUE,0.00037329682264918,961,132,19,0.143939393939394,0.0197710718002081,GO:0022603,GO:BP,regulation of anatomical structure morphogenesis,27543,7595,GO:0009653|GO:0050793
query_1,TRUE,0.00037829524386759,1063,132,20,0.151515151515152,0.0188146754468485,GO:0040007,GO:BP,growth,27543,11454,GO:0008150
query_1,TRUE,0.000385441607319085,360,132,12,0.0909090909090909,0.0333333333333333,GO:0060562,GO:BP,epithelial tube morphogenesis,27543,17324,GO:0002009|GO:0035239
query_1,TRUE,0.000394084443567632,293,132,11,0.0833333333333333,0.037542662116041,GO:0090287,GO:BP,regulation of cellular response to growth factor stimulus,27543,21299,GO:0048583|GO:0050794|GO:0071363
query_1,TRUE,0.000424811799743428,7546,132,64,0.484848484848485,0.00848131460376358,GO:0007154,GO:BP,cell communication,27543,3054,GO:0009987
query_1,TRUE,0.000427087346004141,2111,132,29,0.21969696969697,0.0137375651350071,GO:0044248,GO:BP,cellular catabolic process,27543,12691,GO:0009056|GO:0044237
query_1,TRUE,0.000436352575295746,296,132,11,0.0833333333333333,0.0371621621621622,GO:0030198,GO:BP,extracellular matrix organization,27543,7738,GO:0043062|GO:0045229
query_1,TRUE,0.000451308560613365,297,132,11,0.0833333333333333,0.037037037037037,GO:0045229,GO:BP,external encapsulating structure organization,27543,13199,GO:0016043
query_1,TRUE,0.000466716926309843,298,132,11,0.0833333333333333,0.0369127516778524,GO:0043062,GO:BP,extracellular structure organization,27543,12119,GO:0016043
query_1,TRUE,0.000494415312501791,88,132,7,0.053030303030303,0.0795454545454545,GO:0007492,GO:BP,endoderm development,27543,3359,GO:0009888
query_1,TRUE,0.000495933874774002,2516,132,32,0.242424242424242,0.0127186009538951,GO:0035556,GO:BP,intracellular signal transduction,27543,10463,GO:0007165
query_1,TRUE,0.000551424306705559,29,132,5,0.0378787878787879,0.172413793103448,GO:1902235,GO:BP,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,27543,25475,GO:0070059|GO:1905897|GO:2001242
query_1,TRUE,0.000579025650256535,1533,132,24,0.181818181818182,0.0156555772994129,GO:0044093,GO:BP,positive regulation of molecular function,27543,12634,GO:0065009
query_1,TRUE,0.0006042830821101,1422,132,23,0.174242424242424,0.0161744022503516,GO:0007155,GO:BP,cell adhesion,27543,3055,GO:0009987
query_1,TRUE,0.000622513041393519,2278,132,30,0.227272727272727,0.0131694468832309,GO:0050790,GO:BP,regulation of catalytic activity,27543,15322,GO:0065009
query_1,TRUE,0.00063944231688293,799,132,17,0.128787878787879,0.0212765957446809,GO:0060341,GO:BP,regulation of cellular localization,27543,17116,GO:0032879|GO:0050794|GO:0051641
query_1,TRUE,0.000641840770973302,1099,132,20,0.151515151515152,0.0181983621474067,GO:0048878,GO:BP,chemical homeostasis,27543,15167,GO:0042592
query_1,TRUE,0.00064337799917302,533,132,14,0.106060606060606,0.026266416510319,GO:0016049,GO:BP,cell growth,27543,5649,GO:0009987|GO:0040007
